React/Chakra-UI,5.0
React/Material-UI,12.0
React/Ant-Design,39.0
React/Reakit,2.0
React/Bootstrap,34.0
React/Semantic-UI,53.0
Vue/Ant-Design,42.0
Vue/Bootstrap,21.0
Vue/Element-UI,45.0
Vue/Vuetify,49.0
Angular/Ng-Bootstrap,24.0
Angular/Angular-Material,12.0
Svelte/Carbon-Components,15.0
Svelte/Material-UI,37.0
