React/Chakra-UI,0.33
React/Material-UI,0.63
React/Ant-Design,1.95
React/Reakit,0.18
React/Bootstrap,2.27
React/Semantic-UI,3.53
Vue/Ant-Design,2.10
Vue/Bootstrap,1.17
Vue/Element-UI,2.14
Vue/Vuetify,2.45
Angular/Ng-Bootstrap,2.00
Angular/Angular-Material,0.86
Svelte/Carbon-Components,0.88
Svelte/Material-UI,2.64
