React/Chakra-UI,0.00
React/Material-UI,0.16
React/Ant-Design,1.00
React/Reakit,0.00
React/Bootstrap,0.73
React/Semantic-UI,1.93
Vue/Ant-Design,1.30
Vue/Bootstrap,0.94
Vue/Element-UI,1.19
Vue/Vuetify,1.15
Angular/Ng-Bootstrap,0.75
Angular/Angular-Material,0.64
Svelte/Carbon-Components,0.53
Svelte/Material-UI,1.36
