Accordion	0.53
Alert	0.82
AlertDialog	0.50
Breadcrumbs	0.47
Button	1.00
Carousel	0.33
Checkbox	0.71
Combobox	0.73
Dialog	0.77
Disclosure	0.81
Feed	0.00
Link	nan
Listbox	0.63
Menu	0.58
MenuButton	0.58
RadioGroup	0.69
Slider	0.79
MultiThumbSlider	0.68
Spinbutton	0.24
Table	0.88
Tabs	0.71
Toolbar	0.47
Tooltip	0.77
TreeView	0.53
TreeGrid	nan
WindowSplitter	nan
